caseid	teamweight	team_vvweight	tookpost	CCEStake	birthyr	gender	educ	race	race_other	hispanic	marstat	multrace_1	multrace_2	multrace_3	multrace_4	multrace_5	multrace_8	multrace_97	multrace_98	multrace_99	CC18_354a_1	CC18_354a_2	CC18_354a_3	CC18_354a_4	CC18_354a_5	CC18_354a_6	CC18_354a_7	CC18_354a_8	CC18_354a_9	CC18_354a_10	CC18_354a_11	CC18_354a_12	CC18_354a_t	CC18_354b_1	CC18_354b_2	CC18_354b_3	CC18_354b_4	CC18_354b_5	CC18_354b_6	CC18_354b_7	CC18_354b_8	CC18_354b_9	CC18_354b_10	CC18_354b_11	CC18_354b_12	CC18_354b_13	CC18_354b_14	CC18_354b_15	CC17_3534_t	comptype	add_confirm	inputzip	votereg	votereg_f	regzip	OScode	CompRating	region	sample_group	ccesmodule	CC18_300_1	CC18_300_2	CC18_300_3	CC18_300_4	CC18_300_5	CC18_300_6	CC18_300b	CC18_300c	CC18_300d_1	CC18_300d_2	CC18_300d_3	CC18_300d_4	CC18_300d_5	CC18_301	CC18_302	CC18_303_1	CC18_303_2	CC18_303_3	CC18_303_4	CC18_303_5	CC18_303_6	CC18_303_7	CC18_303_8	CC18_303_9	CC18_303_10	CC18_303_11	CC18_308a	CC18_308b	CC18_308c	CC18_308d	CC18_308e	CC18_309a	CC18_309b	CC18_309c	CC18_309d	CC18_310a	CC18_310b	CC18_310c	CC18_310d	CC18_311a	CC18_311b	CC18_311c	CC18_316	CC18_317	CC18_318a	CC18_320a	CC18_320c	CC18_320d	CC18_320b	CC18_321a	CC18_321b	CC18_321c	CC18_321d	CC18_321e	CC18_321f	CC18_322a	CC18_322b	CC18_322c_new	CC18_322d_new	CC18_322c	CC18_322f	CC18_322e	CC18_322d	CC18_323a	CC18_323b	CC18_323c	CC18_325a	CC18_325b	CC18_325c	CC18_325d	CC18_325e_new	CC18_325f_new	CC18_325e	CC18_325f	CC18_325g	CC18_325h	CC18_326	CC18_327a	CC18_327c	CC18_327d	CC18_327e	CC18_327b	CC18_328b	CC18_328d	CC18_328e	CC18_328f	CC18_328a	CC18_328c	CC18_331a	CC18_331b	CC18_331c	CC18_332a	CC18_332b	CC18_332c	CC18_332e	CC18_332d	CC18_334A	CC18_334B	CC18_334C	CC18_334D	CC18_334E	CC18_334F	CC18_334G	CC18_334H	CC18_334I	CC18_334J	CC18_334I2	CC18_334J2	CC18_334M	CC18_334N	CC18_334O	CC18_335	CC18_336	CC18_350	CC18_351	CC18_351_t	CC18_351a	CC18_351a_t	CC18_351b	CC18_351b_t	CC18_351c	CC18_351c_t	CC18_352	CC18_352_t	CC18_352a	CC18_352a_t	CC18_353	CC18_353_t	CC18_353a	CC18_353a_t	CC18_351x	CC18_351x_t	CC18_351bx	CC355bx_t	CC18_352x	CC18_352x_t	CC18_353x	CC18_353x_t	pid3	pid3_t	pid7	ownhome	ownhome_t	milstat_1	milstat_2	milstat_3	milstat_4	milstat_5	cit1	immstat	employ	employ_t	hadjob	urbancity	urbancity_t	citylength_1	citylength_2	child18	child18num	union	union_coverage	unionhh	investor	healthins_1	healthins_2	healthins_3	healthins_4	healthins_5	healthins_6	healthins_7	healthins2	internethome	internetwork	sexuality	trans	industryclass	pew_bornagain	pew_religimp	pew_churatd	pew_prayer	religpew	religpew_t	RELIG0	religpew_protestant	religpew_protestant_t	religpew_baptist	religpew_baptist_t	religpew_methodist	religpew_methodist_t	religpew_nondenom	religpew_nondenom_t	religpew_lutheran	religpew_lutheran_t	religpew_presby	religpew_presby_t	religpew_pentecost	religpew_pentecost_t	religpew_episcop	religpew_episcop_t	religpew_christian	religpew_christian_t	religpew_congreg	religpew_congreg_t	religpew_holiness	religpew_holiness_t	religpew_reformed	religpew_reformed_t	religpew_advent	religpew_advent_t	religpew_catholic	religpew_catholic_t	religpew_mormon	religpew_mormon_t	religpew_orthodox	religpew_orthodox_t	religpew_jewish	religpew_jewish_t	religpew_muslim	religpew_muslim_t	religpew_buddhist	religpew_buddhist_t	religpew_hindu	religpew_hindu_t	ideo5	newsint	faminc_new	lookupzip	inputstate	cdid115	cdid116	HouseCand1Name	HouseCand2Name	HouseCand3Name	HouseCand4Name	HouseCand5Name	HouseCand6Name	HouseCand7Name	HouseCand1Party	HouseCand2Party	HouseCand3Party	HouseCand4Party	HouseCand5Party	HouseCand6Party	HouseCand7Party	SenCand1Name	SenCand2Name	SenCand3Name	SenCand1Party	SenCand2Party	SenCand3Party	SenCand1Name2	SenCand2Name2	SenCand3Name2	SenCand1Party2	SenCand2Party2	SenCand3Party2	GovCand1Name	GovCand2Name	GovCand3Name	GovCand1Party	GovCand2Party	GovCand3Party	CurrentHouseName	CurrentHouseParty	CurrentSen1Name	CurrentSen2Name	CurrentSen1Party	CurrentSen2Party	CurrentGovName	CurrentGovParty	LowerChamberName	LegName	DKU354_treat	DKU365_treat	DKU381_treat	DKU383_treat	DKU305	DKU306	DKU307	DKU308	DKU309	DKU310	DKU311	DKU312	DKU313	DKU314	DKU315	DKU316	DKU345	DKU346	DKU347	DKU348	DKU349	DKU350	DKU351	DKU352	DKU353	DKU355	DKU356	DKU356_t	DKU354	DKU357	DKU360	DKU361	DKU362	DKU363	DKU364	DKA357	DKA358	DKA359	DKU365	DKU366	DKU367	DKU368	DKU369	DKU370	DKU371	DKU372	DKU373	DKU374	DKU375	DKU376	DKU377	DKU378	DKU379	DKU380	DKU381	DKU382	DKU383	DKU384	DKU385	DKU386	DKU387	DKU388	DKU389	DKU390	DKU391	DKU392_1	DKU392_2	DKU392_3	DKU392_4	DKU392_5	DKU393	DKU394	DKU395	DKU396	DKU397	DKU398	DKU399	regzip_confirm_post	reszip_confirm_post	inputzip_post	votereg_post	votereg_f_post	regzip_post	OScode_post	CompRating_post	CC18_401	CC18_402a	CC18_402a_t	CC18_402b	CC18_402b_t	CC18_2	CC18_403	CC18_403b	CC18_404	CC18_404_t	CC18_405	CC18_406a	CC18_406b_1	CC18_406b_2	CC18_406b_3	CC18_406b_4	CC18_406b_t	CC18_406c	CC18_408	CC18_409	CC18_409_t	CC18_410b	CC18_410b_t	CC18_410bx	CC18_410bx_t	CC18_411	CC16_411_t	CC18_412	CC16_412_t	CC18_420a	CC18_420b	CC18_420c	CC18_410b_nv	CC18_410b_nv_t	CC18_410c_nv	CC18_410c_nv_t	CC18_411_nv	CC18_411_nv_t	CC18_412_nv	CC18_412_nv_t	CC18_412a	CC18_412b	CC18_413c	CC18_413d	CC18_413a	CC18_413b	CC18_414A	CC18_414B	CC18_414C	CC18_414D	CC18_414E	CC18_324a	CC18_324b	CC18_324c	CC18_324d	CC18_415a	CC18_415b	CC18_415c	CC18_415d	CC18_416	CC18_417_a	CC18_417_b	CC18_417_c	CC18_417_d	CC18_417_e	CC18_417a_1	CC18_417a_2	CC18_417a_3	CC18_417a_4	CC18_417a_5	CC18_417a_6	CC18_417a_7	CC18_417a_8	CC18_417b_1	CC18_417b_2	CC18_417b_3	CC18_417b_4	CC18_417b_5	CC18_417b_6	CC18_417b_7	CC18_417b_8	CC18_417b_9	CC18_417b_t	CC18_417c	CC18_418a	CC18_418bx_1	CC18_418bx_2	CC18_418bx_3	CC18_418bx_4	CC18_418bx_5	CC18_418bx_6	CC18_418bx_7	CC18_418bx_8	CC18_418bx_9	CC18_418bx_10	CC18_418bx_11	CC18_418b_t	CC18_421a	CC18_421_t	CC18_1	CC18_421_dem	CC18_421_rep	CC18_421b	CC18_app_dtrmp_post	CC18_422a	CC18_422b	CC18_422c	CC18_422d	CC18_422e	CC18_422f	CC18_422g	CC18_422h	CC18_423a	CC18_423b	CC18_423c	CC18_423a_other	CC18_0	CC18_423b_other	CC18_423c_other	CC18_426_1	CC18_426_2	CC18_426_3	CC18_426_4	CC18_426_5	CC18_427_a	CC18_427_b	CC18_427_c	CC18_427_d	numchildren	edloan	lookupzip_post	inputstate_post	cdid115_post	cdid116_post	HouseCand1Name_post	HouseCand2Name_post	HouseCand3Name_post	HouseCand4Name_post	HouseCand5Name_post	HouseCand6Name_post	HouseCand7Name_post	HouseCand1Party_post	HouseCand2Party_post	HouseCand3Party_post	HouseCand4Party_post	HouseCand5Party_post	HouseCand6Party_post	HouseCand7Party_post	SenCand1Name_post	SenCand2Name_post	SenCand3Name_post	SenCand1Party_post	SenCand2Party_post	SenCand3Party_post	SenCand1Name2_post	SenCand2Name2_post	SenCand3Name2_post	SenCand1Party2_post	SenCand2Party2_post	SenCand3Party2_post	GovCand1Name_post	GovCand2Name_post	GovCand3Name_post	GovCand1Party_post	GovCand2Party_post	GovCand3Party_post	CurrentHouseName_post	CurrentHouseParty_post	CurrentHouseGender_post	CurrentSen1Name_post	CurrentSen2Name_post	CurrentSen1Party_post	CurrentSen2Party_post	CurrentGovName_post	CurrentGovParty_post	AttCand1Name	AttCand2Name	AttCand1Party	AttCand2Party	SecCand1Name	SecCand2Name	SecCand1Party	SecCand2Party	TrsCand1Name	TrsCand2Name	TrsCand1Party	TrsCand2Party	LowerChamberName_post	LegName_post	state_id_group	DKU401_treat	DKU419_treat	DKU424_treat	DKU425_treat	DKU434order	DKU439_treat	DKU440_treat	DKU449_treat	DKU401A	DKU401B	DKU402	DKU403	DKU404	DKU416	DKU417	DKU418	DKU426	DKU427	DKU428	DKU429	DKU430	DKU431	DKU432	DKU433	DKU434	DKU435	DKU436	DKU437	DKU438	DKU441	DKU442	DKU443	DKU444	DKU447	DKU448	DKU449A	DKU449B	DKU441_timing	DKU442_timing	DKU443_timing	DKU444_timing	DKU447_timing	DKU448_timing	sourcevar	Catalist_matched	Catalist_voter_status	Catalist_registration_state	Catalist_party_affiliation	Catalist_2018_general_voting_method	Catalist_2018_primary_election_party	Catalist_2018_primary_voting_method	starttime	endtime	starttime_post	endtime_post
411892461	1.13641419041104		2	1	1961	2	3	1	"__NA__"	2	1	2	2	2	2	2	2	9	2	9	9	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	3	1	999999	1	1	999999	5	5	3	1	42	2	2	2	2	1	2	9	9	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	5	5	5	5	2	2	2	1	1	0	1	1	1	9	2	1	1	1	1	1	1	1	1	1	1	1	9	9	9	9	9	1	1	2	1	1	2	9	9	9	9	1	1	2	1	2	9	1	2	1	1	9	9	1	1	1	1	1	1	1	9	7	4	7	1	7	4	4	4	99	99	99	99	4	4	99	2	9	1	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	2	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	2	"__NA__"	7	1	"__NA__"	2	2	2	2	1	1	4	6	"__NA__"	1	4	"__NA__"	19	-8	2	99	3	2	3	2	2	1	2	2	2	2	2	9	1	3	1	2	12	1	1	5	1	1	"__NA__"	" "	6	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	8	"__NA__"	98	"__NA__"	90	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	5	3	1	"41537"	21	"5"	"5"	"Kenneth Stepp"	"Harold Rogers"	" "	" "	" "	" "	" "	"Democratic"	"Republican"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"Hal Rogers"	"Republican"	"Mitch McConnell"	"Rand Paul"	"Republican"	"Republican"	"Matt Bevin"	"Republican"	"Kentucky State House of Representatives"	"Kentucky State General Assembly"	2	1	6	7	3	3	3	5	3	3	4	4	6	2	1	1	9	9	9	9	9	3	9	3	4	3	2	"__NA__"	" "	" "	1	1	1	1	1	998	87	998	3	9	9	1	9	9	1	4	3	6	3	1	6	1	6	6	3	3	2	2	21	21	3	999	999	1	3	1	1	2	2	2	1	1	1	5	1	3	1	1	9	999999	1	9	999999	5	5	1	3	"__NA__"	98	"__NA__"	" "	9	9	9	"__NA__"	9	9	9	9	9	9	"__NA__"	9	9	9	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	9	9	9	99	"__NA__"	99	"__NA__"	99	"__NA__"	90	"__NA__"	9	9	9	9	9	9	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	9	9	9	9	9	9	9	9	9	"__NA__"	9999999	2	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	2	"__NA__"	" "	9	1	99	1	3	3	8	5	1	4	3	3	6	1	9	"__NA__"	" "	"__NA__"	"__NA__"	3	1	3	1	3	3	3	5	5	0	2	"41537"	21	"5"	"5"	"Kenneth Stepp"	"Harold Rogers"	" "	" "	" "	" "	" "	"Democratic"	"Republican"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	" "	" "	" "	" "	" "	" "	"Hal Rogers"	"Republican"	"M"	"Mitch McConnell"	"Rand Paul"	"Republican"	"Republican"	"Matt Bevin"	"Republican"	"Sarah Swain"	"Derek Schmidt"	"Democratic"	"Republican"	"Brian McClendon"	"Scott Schwab"	"Democratic"	"Republican"	"Marci Francisco"	"Jacob LaTurner"	"Democratic"	"Republican"	"Kentucky State House of Representatives"	"Kentucky State General Assembly"	2	2	2	9	2	1	1	3	1	9	1	2	3	3	9	9	1	9	9	9	9	9	9	9	9	1	1	3	3	2	9	9	9	9	4	4	2	9	0	0	0	0	21.233	12.342	2	1							2018-10-07 01:50:10	2018-10-07 02:09:39	2018-11-25 04:29:09	2018-11-25 04:38:47
413227084	0.335807823246815		2	1	1990	2	6	3	"__NA__"	2	1	2	2	2	2	2	2	9	2	9	2	2	1	2	2	2	2	2	2	2	2	2	"__NA__"	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	1	1	999999	2	9	999999	4	1	3	1	42	2	2	2	1	1	2	9	9	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	2	2	2	4	3	3	2	3	1	3	4	4	5	5	2	5	5	5	4	2	9	0	1	1	2	9	1	2	1	2	2	2	2	1	2	2	2	2	9	9	9	9	9	1	2	1	1	1	1	9	9	9	9	1	1	2	1	1	9	2	1	2	2	9	9	2	1	2	2	2	2	2	9	2	8	7	3	5	4	8	99	8	6	99	99	8	8	99	1	9	5	1	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	1	"__NA__"	99	"__NA__"	1	"__NA__"	8	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	1	"__NA__"	1	2	"__NA__"	2	2	2	2	1	2	2	1	"__NA__"	9	1	"__NA__"	2	-8	2	99	3	2	3	2	2	2	2	2	2	2	1	9	1	1	1	2	11	2	4	5	6	2	"__NA__"	" "	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	8	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	1	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	1	2	5	"77082"	48	"9"	"9"	"Al Green"	"Kesha Rogers"	"Benjamin Hernandez"	" "	" "	" "	" "	"Democratic"	"Independent"	"Independent"	" "	" "	" "	" "	"Beto O'Rourke"	"Ted Cruz"	" "	"Democratic"	"Republican"	" "	" "	" "	" "	" "	" "	" "	"Lupe Valdez"	"Greg Abbott"	" "	"Democratic"	"Republican"	" "	"Al Green"	"Democratic"	"John Cornyn"	"Ted Cruz"	"Republican"	"Republican"	"Greg Abbott"	"Republican"	"Texas State House of Representatives"	"Texas State Legislature"	1	3	1	9	4	2	4	5	5	3	5	4	2	1	1	1	9	9	9	1	9	9	9	4	4	4	4	"__NA__"	" "	" "	1	1	1	4	3	68	15	16	9	9	3	9	9	2	3	2	4	6	4	4	3	1	2	2	1	5	5	3	25	21	4	999	10	2	3	1	2	2	2	2	2	1	2	5	1	1	1	9	1	999999	2	9	999999	4	1	9	12	"__NA__"	5	"__NA__"	" "	9	9	9	"__NA__"	9	9	9	9	9	9	"__NA__"	9	9	9	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	9	9	9	1	"__NA__"	99	"__NA__"	1	"__NA__"	1	"__NA__"	9	9	9	9	9	9	1	1	2	1	2	2	2	2	2	1	1	1	1	1	2	2	2	2	8	2	2	2	2	2	2	1	2	9	9	9	9	9	9	9	9	9	"__NA__"	9999999	2	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	1	"__NA__"	" "	2	9	99	4	2	4	5	4	4	2	3	4	6	6	9	"__NA__"	" "	"__NA__"	"__NA__"	4	2	2	4	2	3	3	4	3	0	2	"77082"	48	"9"	"9"	"Al Green"	"Kesha Rogers"	"Benjamin Hernandez"	" "	" "	" "	" "	"Democratic"	"Independent"	"Independent"	" "	" "	" "	" "	"Beto O'Rourke"	"Ted Cruz"	" "	"Democratic"	"Republican"	" "	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Lupe Valdez"	"Greg Abbott"	" "	"Democratic"	"Republican"	" "	"Al Green"	"Democratic"	"M"	"John Cornyn"	"Ted Cruz"	"Republican"	"Republican"	"Greg Abbott"	"Republican"	"Justin Nelson"	"Ken Paxton"	"Democratic"	"Republican"	" "	" "	" "	" "	" "	" "	" "	" "	"Texas State House of Representatives"	"Texas State Legislature"	1	2	1	2	9	2	2	2	2	9	4	2	2	3	7	9	2	9	9	9	9	9	9	9	2	3	2	2	2	3	9	9	4	3	9	9	9	1	0	0	32.856	28.926	0	0	2	1							2018-10-09 02:19:45	2018-10-13 18:45:49	2018-11-25 04:24:32	2018-11-25 04:35:11
413406726	1.05699402369561		2	1	1953	2	3	1	"__NA__"	2	3	2	2	2	2	2	2	9	2	9	9	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	3	9	85029	1	1	999999	5	4	4	1	42	2	2	1	1	1	2	9	2	1	2	1	1	1	1	3	2	2	2	1	2	2	2	2	2	2	2	1	3	3	3	3	1	1	4	4	5	2	2	5	5	4	2	2	9	2	2	2	1	9	2	1	1	1	1	2	1	2	1	1	1	1	9	9	9	9	9	1	1	1	1	1	1	9	9	9	9	1	2	1	1	2	9	1	1	2	1	9	9	1	2	1	1	1	1	1	9	6	3	6	1	5	4	2	8	1	5	99	99	8	8	99	2	9	1	2	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	2	"__NA__"	99	"__NA__"	2	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	2	"__NA__"	7	2	"__NA__"	2	2	2	2	1	1	5	5	"__NA__"	2	1	"__NA__"	8	5	2	99	3	2	3	2	2	2	1	2	2	2	2	9	1	3	1	2	7	2	1	6	1	1	"__NA__"	" "	90	"none"	98	"__NA__"	98	"__NA__"	98	"__NA__"	8	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	5	1	3	"85029"	4	"6"	"6"	"Anita Malik"	"David Schweikert"	" "	" "	" "	" "	" "	"Democratic"	"Republican"	" "	" "	" "	" "	" "	"Kyrsten Sinema"	"Martha McSally"	" "	"Democratic"	"Republican"	" "	" "	" "	" "	" "	" "	" "	"David Garcia"	"Doug Ducey"	" "	"Democratic"	"Republican"	" "	"David Schweikert"	"Republican"	"Jeff Flake"	"Jon Kyl"	"Republican"	"Republican"	"Doug Ducey"	"Republican"	"Arizona State House of Representatives"	"Arizona State Legislature"	4	3	6	6	3	3	4	4	5	4	3	5	7	2	1	2	9	9	9	9	9	9	3	2	1	2	2	"__NA__"	" "	" "	5	1	1	4	3	3	80	79	9	9	1	9	9	5	1	3	1	1	1	1	4	5	5	5	5	3	6	3	18	18	4	999	10	2	3	1	1	2	2	2	1	1	1	1	3	8	1	1	9	999999	1	9	999999	5	4	5	99	"__NA__"	99	"__NA__"	" "	3	9	9	"__NA__"	9	1	9	9	9	9	"__NA__"	9	9	9	"__NA__"	2	"__NA__"	99	"__NA__"	2	"__NA__"	2	"__NA__"	2	2	2	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	9	9	2	2	9	9	2	2	2	2	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	9	9	9	9	9	9	9	9	9	"__NA__"	9999999	2	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	2	"__NA__"	" "	9	1	99	1	5	2	1	5	2	4	4	2	6	6	9	"__NA__"	" "	"__NA__"	"__NA__"	4	3	1	2	1	5	3	3	3	3	2	"85029"	4	"6"	"6"	"Anita Malik"	"David Schweikert"	" "	" "	" "	" "	" "	"Democratic"	"Republican"	" "	" "	" "	" "	" "	"Kyrsten Sinema"	"Martha McSally"	" "	"Democratic"	"Republican"	" "	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"David Garcia"	"Doug Ducey"	" "	"Democratic"	"Republican"	" "	"David Schweikert"	"Republican"	"M"	"Jeff Flake"	"Jon Kyl"	"Republican"	"Republican"	"Doug Ducey"	"Republican"	"January Contreras"	"Mark Brnovich"	"Democratic"	"Republican"	"Katie Hobbs"	"Steve Gaynor"	"Democratic"	"Republican"	"Mark Manoil"	"Kimberly Yee"	"Democratic"	"Republican"	"Arizona State House of Representatives"	"Arizona State Legislature"	1	2	2	9	2	1	1	2	1	9	1	4	4	2	6	9	2	9	9	9	9	9	9	9	3	4	2	4	4	2	9	9	4	4	9	9	2	9	0	0	74.284	30.99	0	0	2	1							2018-10-09 17:04:20	2018-10-09 17:40:29	2018-11-26 15:51:47	2018-11-26 16:08:56
412973155	0.605126293875891		2	1	1967	1	5	3	"__NA__"	2	1	2	2	2	2	2	2	9	2	9	2	2	2	2	1	2	2	2	2	2	2	2	"__NA__"	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	1	1	999999	1	1	999999	5	4	3	1	42	1	1	2	1	2	2	2	9	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	4	2	3	2	2	2	4	1	1	1	2	1	2	2	9	1	1	1	2	1	2	1	2	1	1	1	1	9	9	9	9	9	1	2	1	1	1	1	9	9	9	9	1	2	1	1	1	9	1	2	1	1	9	9	1	1	1	1	1	1	1	9	5	6	6	2	6	5	99	5	2	5	99	99	3	6	5	2	9	1	2	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	2	"__NA__"	99	"__NA__"	2	"__NA__"	8	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	4	"Constitutionalist"	5	1	"__NA__"	2	1	2	2	2	1	1	1	"__NA__"	9	3	"__NA__"	43	-8	1	2	3	2	3	2	1	2	2	2	2	2	2	9	1	1	1	2	99	2	2	3	6	2	"__NA__"	" "	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	8	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	1	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	98	"__NA__"	4	1	8	"33143"	12	"27"	"27"	"Donna Shalala"	"Maria Salazar"	"Mayra Joli"	" "	" "	" "	" "	"Democratic"	"Republican"	"Independent"	" "	" "	" "	" "	"Bill Nelson"	"Rick Scott"	" "	"Democratic"	"Republican"	" "	" "	" "	" "	" "	" "	" "	"Andrew Gillum"	"Ron DeSantis"	" "	"Democratic"	"Republican"	" "	"Ileana Ros-Lehtinen"	"Republican"	"Bill Nelson"	"Marco Rubio"	"Democratic"	"Republican"	"Rick Scott"	"Republican"	"Florida State House of Representatives"	"Florida State Legislature"	1	2	7	9	3	4	3	3	4	3	4	3	6	1	1	1	9	9	5	9	9	9	9	2	2	4	2	"__NA__"	" "	" "	5	3	4	5	4	4	91	66	9	4	9	9	1	9	1	4	3	4	1	1	4	4	5	6	6	1	3	3	21	18	4	999	10	1	1	1	1	2	2	2	3	4	4	5	1	4	2	1	9	999999	1	9	999999	5	4	5	99	"__NA__"	99	"__NA__"	" "	3	9	9	"__NA__"	9	1	9	9	9	9	"__NA__"	9	9	9	"__NA__"	2	"__NA__"	99	"__NA__"	2	"__NA__"	2	"__NA__"	2	9	2	99	"__NA__"	99	"__NA__"	99	"__NA__"	99	"__NA__"	1	1	2	2	9	9	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	2	2	"__NA__"	600	2	9	9	9	9	9	9	9	9	9	9	9	"__NA__"	2	"__NA__"	" "	9	1	99	1	2	2	3	5	2	4	2	4	1	3	3	"__NA__"	" "	"__NA__"	"__NA__"	4	2	1	1	2	3	1	3	3	2	1	"33143"	12	"27"	"27"	"Donna Shalala"	"Maria Salazar"	"Mayra Joli"	" "	" "	" "	" "	"Democratic"	"Republican"	"Independent"	" "	" "	" "	" "	"Bill Nelson"	"Rick Scott"	" "	"Democratic"	"Republican"	" "	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Andrew Gillum"	"Ron DeSantis"	" "	"Democratic"	"Republican"	" "	"Ileana Ros-Lehtinen"	"Republican"	"F"	"Bill Nelson"	"Marco Rubio"	"Democratic"	"Republican"	"Rick Scott"	"Republican"	"Sean Shaw"	"Ashley B. Moody"	"Democratic"	"Republican"	" "	" "	" "	" "	"Jeremy Ring"	"Jimmy Patronis"	"Democratic"	"Republican"	"Florida State House of Representatives"	"Florida State Legislature"	1	2	1	2	9	1	2	3	2	9	1	3	3	3	7	9	2	9	9	9	9	9	9	9	2	4	2	4	4	2	9	9	9	9	1	2	9	1	0	0	0	0	36.122	35.818	2	1							2018-10-10 17:48:06	2018-10-12 14:30:17	2018-11-30 15:39:01	2018-11-30 15:58:38
